i	j	l	x	y
62	63	1	0.008264462809917356	0.008264462809917356
62	73	1	0.008264462809917356	0.008264462809917356
63	64	1	0.008264462809917356	0.008264462809917356
63	74	1	0.008264462809917356	0.008264462809917356
64	65	1	0.008264462809917356	0.008264462809917356
64	75	1	0.008264462809917356	0.008264462809917356
65	66	1	0.008264462809917356	0.008264462809917356
65	76	1	0.008264462809917356	0.008264462809917356
66	77	1	0.008264462809917356	0.008264462809917356
67	68	1	0.008264462809917356	0.008264462809917356
67	78	1	0.008264462809917356	0.008264462809917356
68	69	1	0.008264462809917356	0.008264462809917356
68	79	1	0.008264462809917356	0.008264462809917356
69	70	1	0.008264462809917356	0.008264462809917356
69	80	1	0.008264462809917356	0.008264462809917356
70	71	1	0.008264462809917356	0.008264462809917356
70	81	1	0.008264462809917356	0.008264462809917356
71	72	1	0.008264462809917356	0.008264462809917356
71	82	1	0.008264462809917356	0.008264462809917356
72	73	1	0.008264462809917356	0.008264462809917356
72	83	1	0.008264462809917356	0.008264462809917356
73	74	1	0.008264462809917356	0.008264462809917356
73	84	1	0.008264462809917356	0.008264462809917356
74	75	1	0.008264462809917356	0.008264462809917356
74	85	1	0.008264462809917356	0.008264462809917356
75	76	1	0.008264462809917356	0.008264462809917356
75	86	1	0.008264462809917356	0.008264462809917356
76	77	1	0.008264462809917356	0.008264462809917356
76	87	1	0.008264462809917356	0.008264462809917356
77	88	1	0.008264462809917356	0.008264462809917356
78	79	1	0.008264462809917356	0.008264462809917356
78	89	1	0.008264462809917356	0.008264462809917356
79	80	1	0.008264462809917356	0.008264462809917356
79	90	1	0.008264462809917356	0.008264462809917356
80	81	1	0.008264462809917356	0.008264462809917356
80	91	1	0.008264462809917356	0.008264462809917356
81	82	1	0.008264462809917356	0.008264462809917356
81	92	1	0.008264462809917356	0.008264462809917356
82	83	1	0.008264462809917356	0.008264462809917356
82	93	1	0.008264462809917356	0.008264462809917356
83	84	1	0.008264462809917356	0.008264462809917356
83	94	1	0.008264462809917356	0.008264462809917356
84	85	1	0.008264462809917356	0.008264462809917356
84	95	1	0.008264462809917356	0.008264462809917356
85	86	1	0.008264462809917356	0.008264462809917356
85	96	1	0.008264462809917356	0.008264462809917356
86	87	1	0.008264462809917356	0.008264462809917356
86	97	1	0.008264462809917356	0.008264462809917356
87	88	1	0.008264462809917356	0.008264462809917356
87	98	1	0.008264462809917356	0.008264462809917356
88	99	1	0.008264462809917356	0.008264462809917356
89	90	1	0.008264462809917356	0.008264462809917356
89	100	1	0.008264462809917356	0.008264462809917356
90	91	1	0.008264462809917356	0.008264462809917356
90	101	1	0.008264462809917356	0.008264462809917356
91	92	1	0.008264462809917356	0.008264462809917356
91	102	1	0.008264462809917356	0.008264462809917356
92	93	1	0.008264462809917356	0.008264462809917356
92	103	1	0.008264462809917356	0.008264462809917356
93	94	1	0.008264462809917356	0.008264462809917356
93	104	1	0.008264462809917356	0.008264462809917356
94	95	1	0.008264462809917356	0.008264462809917356
94	105	1	0.008264462809917356	0.008264462809917356
95	96	1	0.008264462809917356	0.008264462809917356
95	106	1	0.008264462809917356	0.008264462809917356
96	97	1	0.008264462809917356	0.008264462809917356
96	107	1	0.008264462809917356	0.008264462809917356
97	98	1	0.008264462809917356	0.008264462809917356
97	108	1	0.008264462809917356	0.008264462809917356
98	99	1	0.008264462809917356	0.008264462809917356
98	109	1	0.008264462809917356	0.008264462809917356
99	110	1	0.008264462809917356	0.008264462809917356
100	101	1	0.008264462809917356	0.008264462809917356
100	111	1	0.008264462809917356	0.008264462809917356
101	102	1	0.008264462809917356	0.008264462809917356
101	112	1	0.008264462809917356	0.008264462809917356
102	103	1	0.008264462809917356	0.008264462809917356
102	113	1	0.008264462809917356	0.008264462809917356
103	104	1	0.008264462809917356	0.008264462809917356
103	114	1	0.008264462809917356	0.008264462809917356
104	105	1	0.008264462809917356	0.008264462809917356
104	115	1	0.008264462809917356	0.008264462809917356
105	106	1	0.008264462809917356	0.008264462809917356
105	116	1	0.008264462809917356	0.008264462809917356
106	107	1	0.008264462809917356	0.008264462809917356
106	117	1	0.008264462809917356	0.008264462809917356
107	108	1	0.008264462809917356	0.008264462809917356
107	118	1	0.008264462809917356	0.008264462809917356
108	109	1	0.008264462809917356	0.008264462809917356
108	119	1	0.008264462809917356	0.008264462809917356
109	110	1	0.008264462809917356	0.008264462809917356
109	120	1	0.008264462809917356	0.008264462809917356
110	121	1	0.008264462809917356	0.008264462809917356
111	112	1	0.008264462809917356	0.008264462809917356
112	113	1	0.008264462809917356	0.008264462809917356
113	114	1	0.008264462809917356	0.008264462809917356
114	115	1	0.008264462809917356	0.008264462809917356
115	116	1	0.008264462809917356	0.008264462809917356
116	117	1	0.008264462809917356	0.008264462809917356
117	118	1	0.008264462809917356	0.008264462809917356
118	119	1	0.008264462809917356	0.008264462809917356
119	120	1	0.008264462809917356	0.008264462809917356
120	121	1	0.008264462809917356	0.008264462809917356
